SparkleIndex,SparkleTerm,Cui,UmlsCanonicalName,ChosenMethod,ChosenScore,Types
574,Toxocariasis,C0040553,Toxocariasis,alias,0.0,"[""T047""]"
575,Toxoplasmosis,C0040558,Toxoplasmosis,alias,0.0,"[""T047""]"
576,Toxoplasmosis Encephalitis,C0085315,"Toxoplasmosis, Cerebral",alias,0.0,"[""T047""]"
577,Trabeculoplasty,C0040574,Trabeculectomy,alias,0.0,"[""T061""]"
578,Toxic Epidermal Necrolysis,C0014518,Toxic Epidermal Necrolysis,alias,0.0,"[""T047""]"
579,Toxic Hepatitis,C0019193,"Hepatitis, Toxic",alias,0.0,"[""T037""]"
581,Toxic Myopathy,C0154769,Myotoxicity,alias,0.0,"[""T047""]"
582,Toxic Nodular Goiter,C0342127,Toxic nodular goiter,alias,0.0,"[""T047""]"
583,Toxic Shock Syndrome,C0600327,Toxic Shock Syndrome,alias,0.0,"[""T047""]"
587,Tourette Syndrome,C0040517,Gilles de la Tourette syndrome,alias,0.0,"[""T047""]"
589,Toxic Diffuse Goiter,C0342122,Toxic diffuse goiter,alias,0.0,"[""T047""]"
592,Total Knee Replacement,C0086511,Knee Replacement Arthroplasty,alias,0.0,"[""T061""]"
596,Torticollis,C0040485,Torticollis,alias,0.0,"[""T184""]"
598,Total Body Irradiation,C0043162,Whole-Body Irradiation,alias,0.0,"[""T061""]"
600,Total Hip Replacement,C0040508,Total Hip Replacement (procedure),alias,0.0,"[""T061""]"
602,Topectomy,C0040463,Topectomy,alias,0.0,"[""T061""]"
603,Tophus,C0221248,Tophus,alias,0.0,"[""T020""]"
606,Torsion Dystonia,C0013423,Dystonia Musculorum Deformans,alias,0.0,"[""T047""]"
608,Tonsillar Abscess,C0238469,Abscess of tonsil,alias,0.0,"[""T047""]"
609,Tonsillar Hypertrophy,C0272386,Hypertrophy of tonsils,alias,0.0,"[""T047""]"
610,Tonsillectomy,C0040423,Tonsillectomy,alias,0.0,"[""T061""]"
611,Tonsillitis,C0040425,Tonsillitis,alias,0.0,"[""T047""]"
612,Tonsilloliths,C0272388,Amygdalolith,alias,0.0,"[""T047""]"
614,Tongue Pain,C0017672,Glossalgia,alias,0.0,"[""T184""]"
616,Tongue Surgery,C4763986,Tongue Surgery,alias,0.0,"[""T061""]"
617,Tongue Swelling,C0236068,Tongue swelling,alias,0.0,"[""T046""]"
618,Tongue Tied,C0152415,Ankyloglossia,alias,0.0,"[""T019""]"
619,Tonic Clonic Seizure,C0494475,Tonic - clonic seizures,alias,0.0,"[""T047""]"
620,Tomotherapy,C1831735,Tomotherapy,alias,0.0,"[""T061""]"
622,Tongue Cancer,C0153349,Malignant neoplasm of tongue,alias,0.0,"[""T191""]"
624,Tongue Cyst,C0345176,Cyst of tongue,alias,0.0,"[""T047""]"
625,Tongue Mass,C0241436,Mass of tongue,alias,0.0,"[""T033""]"
626,Tongue Numbness,C0520559,Numbness of tongue,alias,0.0,"[""T184""]"
631,Toe Deformity,C0149662,Deformity of toe,alias,0.0,"[""T190""]"
632,Toe Dislocation,C0434717,Dislocation of toe joint,alias,0.0,"[""T037""]"
633,Toe Fracture,C0149755,Fracture of phalanx of foot,alias,0.0,"[""T037""]"
635,Toe Injury,C0560641,Injury of toe,alias,0.0,"[""T037""]"
637,Toe Pain,C0241416,Pain in toe,alias,0.0,"[""T184""]"
639,Tobacco Abuse,C0040336,Tobacco Use Disorder,alias,0.0,"[""T048""]"
641,Tobacco Use Cessation,C0600549,Tobacco Use Cessation,alias,0.0,"[""T055""]"
642,Tobacco Use Disorder,C0040336,Tobacco Use Disorder,alias,0.0,"[""T048""]"
644,Tinea Nigra,C0152067,tinea nigra,alias,0.0,"[""T047""]"
645,Tinea Pedis,C0040259,Tinea Pedis,alias,0.0,"[""T047""]"
646,Tinea Versicolor,C0040262,Tinea Versicolor,alias,0.0,"[""T047""]"
647,Tingling,C0030554,Paresthesia,alias,0.0,"[""T047""]"
648,Tinnitus,C0040264,Tinnitus,alias,0.0,"[""T047""]"
649,Tiredness,C0015672,Fatigue,alias,0.0,"[""T184""]"
651,Tilt Table Test,C0242880,Tilt-Table Test,alias,0.0,"[""T060""]"
652,Tinea Blanca,C0040249,White Piedra,alias,0.0,"[""T047""]"
653,Tinea Capitis,C0040250,Tinea Capitis,alias,0.0,"[""T047""]"
654,Tinea Corporis,C0040252,Tinea corporis (disorder),alias,0.0,"[""T047""]"
655,Tinea Cruris,C1384589,Tinea cruris,alias,0.0,"[""T047""]"
656,Tinea Manus,C0153246,tinea manus,alias,0.0,"[""T047""]"
659,Tic Disorders,C0040188,Tic disorder,alias,0.0,"[""T048""]"
660,Tick Borne Encephalitis,C0014061,Tick-Borne Encephalitis,alias,0.0,"[""T047""]"
661,Tick Borne Infections,C0162699,Tick-Borne Infections,alias,0.0,"[""T047""]"
662,Tietze Syndrome,C0040213,Tietze's Syndrome,alias,0.0,"[""T047""]"
663,Tibial Neuropathy,C0751932,Tibial Neuropathy,alias,0.0,"[""T047""]"
665,Tibial Spine Fracture,C0559736,Tibial Spine Fractures,alias,0.0,"[""T037""]"
667,Tibial Torsion,C0426900,Tibial torsion,alias,0.0,"[""T033""]"
669,Thyroid Orbitopathy,C0339143,Thyroid associated opthalmopathies,alias,0.0,"[""T047""]"
670,Thyroid Surgery,C0193769,Operation on thyroid gland,alias,0.0,"[""T061""]"
671,Thyroid Ultrasound,C0877525,ultrasound thyroid,alias,0.0,"[""T060""]"
672,Thyroiditis,C0040147,Thyroiditis,alias,0.0,"[""T047""]"
674,Thyrotoxicosis,C0040156,Thyrotoxicosis,alias,0.0,"[""T047""]"
675,Tibia Fracture,C0040185,Tibial Fractures,alias,0.0,"[""T037""]"
676,Thyroid Cyst,C0162299,Cyst of thyroid,alias,0.0,"[""T047""]"
677,Thyroid Disorder,C0040128,Thyroid Diseases,alias,0.0,"[""T047""]"
679,Thyroid Hormone Resistance,C4722330,Generalized Thyroid Hormone Resistance,alias,0.0,"[""T047""]"
681,Thyroid Nodule,C0040137,Thyroid Nodule,alias,0.0,"[""T191""]"
682,Thymus Cancer,C0751552,Malignant neoplasm of thymus,alias,0.0,"[""T191""]"
683,Thymus Disorders,C0154199,Disease of thymus gland,alias,0.0,"[""T047""]"
687,Thyroid Cancer,C0007115,Malignant neoplasm of thyroid,alias,0.0,"[""T191""]"
689,Thumb Sprain,C0434472,thumb sprain,alias,0.0,"[""T037""]"
691,Thumb Sucking,C0040068,Thumbsucking,alias,0.0,"[""T033""]"
692,Thumb Surgery,C0749410,Thumb surgery,alias,0.0,"[""T061""]"
693,Thymectomy,C0040071,Thymectomy,alias,0.0,"[""T061""]"
694,Thymoma,C0040100,Thymoma,alias,0.0,"[""T191""]"
698,Thumb Dislocation,C0347744,Traumatic dislocation of joint of thumb,alias,0.0,"[""T037""]"
699,Thumb Hypoplasia,C0431890,Hypoplasia of thumb,alias,0.0,"[""T019""]"
700,Thumb Pain,C0241394,Pain in thumb,alias,0.0,"[""T184""]"
701,Thrombolysis,C0520997,"Thrombolysis, function",alias,0.0,"[""T201""]"
702,Thrombophilia,C0398623,Thrombophilia,alias,0.0,"[""T047""]"
703,Thrombophlebitis,C0040046,Thrombophlebitis,alias,0.0,"[""T046""]"
704,Thrombosis,C0040053,Thrombosis,alias,0.0,"[""T046""]"
706,Thrombotic Thrombocytopenic Purpura,C0034155,"Purpura, Thrombotic Thrombocytopenic",alias,0.0,"[""T047""]"
708,Throat Tightness,C0236071,Constriction in throat,alias,0.0,"[""T033""]"
709,Thrombectomy,C0162578,Thrombectomy,alias,0.0,"[""T061""]"
711,Thromboangiitis Obliterans,C0040021,Thromboangiitis Obliterans,alias,0.0,"[""T047""]"
712,Thrombocytopenia,C0040034,Thrombocytopenia,alias,0.0,"[""T047""]"
713,Thrombocytosis,C0836924,Thrombocytosis,alias,0.0,"[""T047""]"
714,Threatened Abortion,C0000821,Threatened abortion,alias,0.0,"[""T046""]"
719,Throat Cancer,C0740339,Throat Carcinoma,alias,0.0,"[""T191""]"
723,Thoracoscopy,C0039989,Thoracoscopy,alias,0.0,"[""T061""]"
724,Thoracostomy,C0039991,Thoracotomy,alias,0.0,"[""T061""]"
725,Thoracotomy,C0039991,Thoracotomy,alias,0.0,"[""T061""]"
727,Thoracoplasty,C0039988,Thoracoplasty,alias,0.0,"[""T061""]"
733,Thoracic Spine Fracture,C0347780,Fracture of thoracic spine,alias,0.0,"[""T037""]"
735,Thoracic Spine Injury,C0432667,Injury of thoracic spine,alias,0.0,"[""T037""]"
743,Thoracic Outlet Syndrome,C0039984,Thoracic Outlet Syndrome,alias,0.0,"[""T047""]"
747,Thoracic Aortic Aneurysm,C0162872,"Aortic Aneurysm, Thoracic",alias,0.0,"[""T190""]"
748,Thoracic Cancer,C0153661,Malignant neoplasm of thorax,alias,0.0,"[""T191""]"
749,Thoracic Disc Disease,C0749371,thoracic disc disease,alias,0.0,"[""T047""]"
750,Thoracic Endovascular Aortic Repair,C5690823,Thoracic Endovascular Aortic Repair,alias,0.0,"[""T061""]"
753,Third Degree Burn,C0433445,Third degree burn injury,alias,0.0,"[""T037""]"
754,Third Degree Uterine Prolapse,C0392530,Third degree uterine prolapse,alias,0.0,"[""T020""]"
755,Thoracentesis,C0189477,Thoracentesis,alias,0.0,"[""T061""]"
759,Thalamotomy,C0195894,Thalamotomy,alias,0.0,"[""T061""]"
760,Thalassemia,C0039730,Thalassemia,alias,0.0,"[""T047""]"
761,Thalassemia Trait,C0702157,Thalassemia trait,alias,0.0,"[""T047""]"
762,Thallium Stress Test,C1455714,Thallium Myocardial Perfusion Imaging Stress Test,alias,0.0,"[""T060""]"
763,Thelarche,C1291704,Thelarche finding,alias,0.0,"[""T033""]"
764,Thermal Burns,C0701836,Thermal burn,alias,0.0,"[""T037""]"
766,Tethered Spinal Cord Syndrome,C0080218,Tethered Cord Syndrome,alias,0.0,"[""T047""]"
770,Tetraplegia,C0034372,Quadriplegia,alias,0.0,"[""T047""]"
772,Testicular Tumor,C0039590,Testicular Neoplasms,alias,0.0,"[""T191""]"
775,Tetanus,C0039614,Tetanus,alias,0.0,"[""T047""]"
777,Testicular Dysfunction,C0405581,Testicular dysfunction,alias,0.0,"[""T047""]"
778,Testicular Hydrocele,C1720771,Testicular Hydrocele,alias,0.0,"[""T019""]"
779,Testicular Mass,C0241353,Testicular mass,alias,0.0,"[""T033""]"
780,Testicular Microlithiasis,C1864873,Testicular Microlithiasis,alias,0.0,"[""T047""]"
781,Testicular Pain,C0039591,Pain in testicle,alias,0.0,"[""T184""]"
783,Testicular Torsion,C0037856,Spermatic Cord Torsion,alias,0.0,"[""T047""]"
784,Testicular Atrophy,C0156312,Atrophy of testis,alias,0.0,"[""T047""]"
785,Testicular Biopsy,C0403215,Biopsy of testis,alias,0.0,"[""T060""]"
786,Testicular Cancer,C0153594,Malignant neoplasm of testis,alias,0.0,"[""T191""]"
789,Testicular Choriocarcinoma,C0238449,Choriocarcinoma of the Testis,alias,0.0,"[""T191""]"
790,Tension Pneumothorax,C0264558,Tension Pneumothorax,alias,0.0,"[""T047""]"
792,Teratoma,C0039538,Teratoma,alias,0.0,"[""T191""]"
795,Terminal Illness,C0679247,Terminal illness,alias,0.0,"[""T047""]"
796,Tenodesis,C1260974,Tenodesis,alias,0.0,"[""T061""]"
797,Tenolysis,C0185458,Lysis of adhesions of tendon,alias,0.0,"[""T061""]"
798,Tenosynovitis,C0039520,Tenosynovitis,alias,0.0,"[""T047""]"
800,Tension Headache,C0033893,Tension Headache,alias,0.0,"[""T047""]"
801,Tendon Injury,C0039504,Tendon Injuries,alias,0.0,"[""T037""]"
804,Tendonitis,C0039503,Tendinitis,alias,0.0,"[""T047""]"
806,Tenesmus,C0232726,Rectal tenesmus,alias,0.0,"[""T184""]"
809,Tender Lymph Node,C0240273,Tender lymph node,alias,0.0,"[""T184""]"
812,Tendinopathy,C0151936,Disorder of tendon,alias,0.0,"[""T047""]"
813,Tendinosis,C1568363,Tendinosis,alias,0.0,"[""T047""]"
814,Temporal Lobe Epilepsy,C0014556,"Epilepsy, Temporal Lobe",alias,0.0,"[""T047""]"
817,Temporomandibular Joint Disorder,C0039494,Temporomandibular Joint Disorders,alias,0.0,"[""T047""]"
818,Temporomandibular Joint Dysfunction,C0039496,Temporomandibular Joint Dysfunction Syndrome,alias,0.0,"[""T047""]"
820,Telogen Effluvium,C0263518,Telogen effluvium,alias,0.0,"[""T047""]"
821,Temper Tantrum,C0233558,Temper tantrum,alias,0.0,"[""T048""]"
824,Temporal Bone Fracture,C0272461,Fracture of temporal bone,alias,0.0,"[""T037""]"
826,Tay Sachs Disease,C0039373,Tay-Sachs Disease,alias,0.0,"[""T047""]"
828,Tectal Glioma,C5556345,Tectal Glioma,alias,0.0,"[""T191""]"
829,Teen Pregnancy,C0032968,Pregnancy in Adolescence,alias,0.0,"[""T033""]"
830,Teething,C0039437,Teething syndrome,alias,0.0,"[""T033""]"
831,Telangiectasia,C0039446,Telangiectasis,alias,0.0,"[""T033""]"
832,Targeted Molecular Therapy,C2699893,Molecular Targeted Therapy,alias,0.0,"[""T061""]"
833,Targeted Radiation Therapy,C0205918,"Radiotherapy, Targeted",alias,0.0,"[""T061""]"
834,Tarlov Cyst,C0520720,Tarlov Cysts,alias,0.0,"[""T047""]"
835,Tarsal Coalition,C0265654,Tarsal Coalition,alias,0.0,"[""T019""]"
836,Tarsal Tunnel Syndrome,C0039319,Tarsal Tunnel Syndrome,alias,0.0,"[""T047""]"
837,Tattoo Removal,C0848356,Tattoo Removal,alias,0.0,"[""T061""]"
840,Takayasu Arteritis,C0039263,Takayasu Arteritis,alias,0.0,"[""T047""]"
841,Takotsubo Cardiomyopathy,C1739395,Takotsubo Cardiomyopathy,alias,0.0,"[""T047""]"
842,Tamoxifen,C0039286,tamoxifen,alias,0.0,"[""T109"", ""T121""]"
843,Tardive Dyskinesia,C0686347,Tardive Dyskinesia,alias,0.0,"[""T047""]"
844,Syringobulbia,C0270771,Syringobulbia,alias,0.0,"[""T019""]"
845,Syringomyelia,C0039144,Syringomyelia,alias,0.0,"[""T047""]"
846,Systemic Lupus Erythematosus,C0024141,"Lupus Erythematosus, Systemic",alias,0.0,"[""T047""]"
847,Systemic Scleroderma,C0036421,Systemic Scleroderma,alias,0.0,"[""T047""]"
848,Tachycardia,C0039231,Tachycardia,alias,0.0,"[""T033""]"
852,Synovial Chondromatosis,C0029427,Synovial osteochondromatosis,alias,0.0,"[""T047""]"
853,Synovial Sarcoma,C0039101,synovial sarcoma,alias,0.0,"[""T191""]"
854,Synovitis,C0039103,Synovitis,alias,0.0,"[""T047""]"
855,Syphilis,C0039128,Syphilis,alias,0.0,"[""T047""]"
856,Sympathectomy,C0039038,Sympathectomy,alias,0.0,"[""T061""]"
857,Sympathetic Nerve Block,C0039043,Sympathetic Nerve Block,alias,0.0,"[""T061""]"
858,Syncope,C3541349,Syncope (amphibian),alias,0.0,"[""T011""]"
859,Syndactyly,C0039075,Syndactyly,alias,0.0,"[""T019""]"
863,Swollen Throat,C0559687,Congestion of throat,alias,0.0,"[""T184""]"
865,Sydenham Chorea,C0152113,Rheumatic Chorea,alias,0.0,"[""T047""]"
867,Symbrachydactyly,C0431878,Symbrachydactyly,alias,0.0,"[""T019""]"
868,Symmastia,C2931749,Symmastia,alias,0.0,"[""T047""]"
869,Sweat Gland Carcinoma,C0334344,Sweat gland adenocarcinoma,alias,0.0,"[""T191""]"
870,Sweet Syndrome,C0085077,Sweet Syndrome,alias,0.0,"[""T047""]"
871,Swelling,C0038999,Swelling,alias,0.0,"[""T033""]"
872,Swelling Of Eyelid,C0560024,Swelling of eyelid,alias,0.0,"[""T184""]"
874,Swollen Gums,C0235324,Dental swelling,alias,0.0,"[""T033""]"
876,Suture Removal,C0184936,Removal of sutures,alias,0.0,"[""T061""]"
880,Swallowing Problem,C0392678,Swallowing problem,alias,0.0,"[""T184""]"
886,Surgical Wounds,C0332803,Surgical wound,alias,0.0,"[""T037""]"
893,Surgical Staging,C0443276,Pathological staging,alias,0.0,"[""T170""]"
900,Supraglottic Cancer,C1299240,Carcinoma of supraglottis,alias,0.0,"[""T191""]"
902,Supraorbital Neuralgia,C0038870,"Neuralgia, Supraorbital",alias,0.0,"[""T047""]"
904,Supravalvular Aortic Stenosis,C0003499,Supravalvular aortic stenosis,alias,0.0,"[""T047""]"
905,Supraventricular Tachycardia,C0039240,Supraventricular tachycardia,alias,0.0,"[""T047""]"
909,Supernumerary Nipple,C0266011,Accessory nipple,alias,0.0,"[""T019""]"
912,Superficial Keratectomy,C0395404,Superficial keratectomy,alias,0.0,"[""T061""]"
913,Superficial Phlebitis,C0750876,Superficial phlebitis,alias,0.0,"[""T047""]"
919,Sunburn,C3249880,Solar Erythema,alias,0.0,"[""T033""]"
921,Sunspots,C0376616,Sunspots,alias,0.0,"[""T033""]"
924,Sudden Deafness,C1148477,"Deafness, Sudden",alias,0.0,"[""T184""]"
925,Sudden Infant Death Syndrome,C0038644,Sudden infant death syndrome,alias,0.0,"[""T047""]"
927,Sudden Vision Loss,C0155002,Sudden Visual Loss,alias,0.0,"[""T184""]"
928,Suicidal Ideation,C0424000,Feeling suicidal (finding),alias,0.0,"[""T033""]"
929,Suicide Attempt,C0038663,Suicide attempt,alias,0.0,"[""T037""]"
931,Substance Dependence,C0038580,Substance Dependence,alias,0.0,"[""T048""]"
934,Subtotal Colectomy,C0149750,Partial resection of colon,alias,0.0,"[""T061""]"
935,Subungual Hematoma,C0474975,Subungual hematoma,alias,0.0,"[""T037""]"
936,Sudanophilic Cerebral Sclerosis,C0007795,Diffuse Cerebral Sclerosis of Schilder,alias,0.0,"[""T047""]"
940,Subphrenic Abscess,C0038565,Subphrenic Abscess,alias,0.0,"[""T047""]"
942,Substance Addiction,C0038580,Substance Dependence,alias,0.0,"[""T048""]"
943,Subglottic Stenosis,C0238441,Subglottic stenosis,alias,0.0,"[""T190""]"
944,Sublingual Immunotherapy,C3658366,Sublingual Immunotherapy,alias,0.0,"[""T061""]"
951,Subclavian Steal Syndrome,C0038531,Subclavian Steal Syndrome,alias,0.0,"[""T047""]"
953,Subdural Hematoma,C0018946,"Hematoma, Subdural",alias,0.0,"[""T046""]"
955,Subdural Hemorrhage,C0018946,"Hematoma, Subdural",alias,0.0,"[""T046""]"
956,Subependymal Giant Cell Astrocytoma,C0205768,Subependymal Giant Cell Astrocytoma,alias,0.0,"[""T191""]"
958,Subacute Bacterial Endocarditis,C0014122,Subacute Bacterial Endocarditis,alias,0.0,"[""T047""]"
960,Subaortic Stenosis,C0340375,Subaortic stenosis,alias,0.0,"[""T047""]"
961,Subarachnoid Hemorrhage,C0038525,Subarachnoid Hemorrhage,alias,0.0,"[""T047""]"
963,Stridor,C0038450,Stridor,alias,0.0,"[""T184""]"
964,Stroke Rehabilitation,C0204097,Stroke Rehabilitation,alias,0.0,"[""T061""]"
967,Sturge Weber Syndrome,C0038505,Sturge-Weber Syndrome,alias,0.0,"[""T047""]"
968,Stye,C0019919,Hordeolum externum,alias,0.0,"[""T047""]"
971,Striae,C0152459,Linear atrophy,alias,0.0,"[""T020""]"
972,Striae Gravidarum,C0344310,Striae gravidarum,alias,0.0,"[""T046""]"
975,Streptococcal Infections,C0038395,Streptococcal Infections,alias,0.0,"[""T047""]"
976,Streptococcal Meningitis,C0154639,Streptococcal meningitis,alias,0.0,"[""T047""]"
979,Stress Fractures,C0016664,Stress Fractures,alias,0.0,"[""T037""]"
980,Stress Incontinence,C0042025,Urinary Stress Incontinence,alias,0.0,"[""T047""]"
984,Strabismus,C0038379,Strabismus,alias,0.0,"[""T047""]"
985,Strabismus Surgery,C0197981,Strabismus surgery (procedure),alias,0.0,"[""T061""]"
987,Strep Throat,C0036689,Streptococcal sore throat,alias,0.0,"[""T047""]"
988,Stomach Fistula,C0017128,Gastric Fistula,alias,0.0,"[""T190""]"
989,Stomach Pain,C0221512,Stomach ache,alias,0.0,"[""T184""]"
990,Stomach Surgery,C0192398,Operation on stomach,alias,0.0,"[""T061""]"
993,Stomatitis,C0038362,Stomatitis,alias,0.0,"[""T047""]"
995,Stomach Ache,C0235309,Upset stomach,alias,0.0,"[""T184""]"
996,Stomach Cancer,C0024623,Malignant neoplasm of stomach,alias,0.0,"[""T191""]"
998,Stomach Cramps,C0344375,Stomach cramps (finding),alias,0.0,"[""T184""]"
999,Stomach Disorders,C0038354,Stomach Diseases,alias,0.0,"[""T047""]"
1001,Stevens Johnson Syndrome,C0038325,Stevens-Johnson Syndrome,alias,0.0,"[""T047""]"
1002,Stickler Syndrome,C2020284,"Stickler syndrome, type 1",alias,0.0,"[""T047""]"
1003,Stiffness,C0427008,Stiffness,alias,0.0,"[""T184""]"
1008,Stereotactic Radiosurgery,C3846112,"Radiosurgery, Stereotactic",alias,0.0,"[""T061""]"
1010,Stereotypic Movement Disorder,C0038273,Stereotypic Movement Disorder,alias,0.0,"[""T048""]"
1012,Sternal Fracture,C0238436,Fracture of sternum,alias,0.0,"[""T037""]"
1016,Stereotactic Ablative Radiotherapy,C4763970,Stereotactic Ablative Radiotherapy,alias,0.0,"[""T061""]"
1017,Stereotactic Body Radiation Therapy,C3896609,Stereotactic Body Radiation Therapy,alias,0.0,"[""T061""]"
1027,Stem Cell Harvest,C0411265,Harvesting of stem cells,alias,0.0,"[""T061""]"
1029,Stem Cell Transplant,C1504389,Stem cell transplant,alias,0.0,"[""T061""]"
1031,Stasis Dermatitis,C0011620,Stasis dermatitis,alias,0.0,"[""T047""]"
1032,Status Asthmaticus,C0038218,Status Asthmaticus,alias,0.0,"[""T047""]"
1033,Status Epilepticus,C0038220,Status Epilepticus,alias,0.0,"[""T047""]"
1034,Steatorrhea,C0038238,Steatorrhea,alias,0.0,"[""T033""]"
1036,Stapedectomy,C0038150,Stapedectomy,alias,0.0,"[""T061""]"
1037,Staphylococcal Meningitis,C0154640,Staphylococcal meningitis,alias,0.0,"[""T047""]"
1038,Staphylococcal Scalded Skin Syndrome,C0038165,Staphylococcal Scalded Skin Syndrome,alias,0.0,"[""T047""]"
1040,Staple Removal,C0204864,Removal of staples,alias,0.0,"[""T061""]"
1041,Stargardt Macular Degeneration,C0271093,Stargardt's disease,alias,0.0,"[""T047""]"
1042,Squamous Cell Carcinoma Of The Skin,C0553723,Squamous cell carcinoma of skin,alias,0.0,"[""T191""]"
1049,Staging Laparotomy,C0843591,Staging Laparotomy,alias,0.0,"[""T060""]"
1051,Squamous Cell Carcinoma Of The Cervix,C0279671,Cervical Squamous Cell Carcinoma,alias,0.0,"[""T191""]"
1053,Squamous Cell Carcinoma Of The Esophagus,C0279626,Squamous cell carcinoma of esophagus,alias,0.0,"[""T191""]"
1058,Spotted Fevers,C0038041,Spotted Fever Group Rickettsiosis,alias,0.0,"[""T047""]"
1060,Sprengel Deformity,C0152438,Sprengel deformity,alias,0.0,"[""T019""]"
1061,Sputum Production,C0242104,Sputum production,alias,0.0,"[""T042""]"
1065,Squamous Cell Carcinoma Of Penis,C0238348,Squamous Cell Carcinoma of the Penis,alias,0.0,"[""T191""]"
1073,Spontaneous Pneumothorax,C0149781,Spontaneous pneumothorax,alias,0.0,"[""T047""]"
1074,Sporotrichosis,C0038034,Sporotrichosis,alias,0.0,"[""T047""]"
1078,Sports Psychology,C0871418,"Psychology, Sports",alias,0.0,"[""T090""]"
1081,Spongioblastoma,C0334584,Spongioblastoma,alias,0.0,"[""T191""]"
1082,Spontaneous Abortion,C4552766,Miscarriage,alias,0.0,"[""T046""]"
1084,Spondylolisthesis,C0038016,Spondylolisthesis,alias,0.0,"[""T047""]"
1085,Spondylosis,C0038019,Spondylosis,alias,0.0,"[""T047""]"
1087,Spondylosis With Myelopathy,C0263853,spondylitic myelopathy,alias,0.0,"[""T047""]"
1088,Spondylosyndesis,C0037935,Spinal fusion (procedure),alias,0.0,"[""T061""]"
1090,Splenic Sequestration,C1260402,splenic sequestration,alias,0.0,"[""T047""]"
1091,Splenomegaly,C0038002,Splenomegaly,alias,0.0,"[""T033""]"
1094,Spondyloarthropathy,C0949691,Spondylarthropathies,alias,0.0,"[""T047""]"
1095,Spondyloepiphyseal Dysplasia,C0038015,Spondyloepiphyseal Dysplasia,alias,0.0,"[""T047""]"
